event,station,time,phase,amplitude
221,V0504,2024-08-16 11:11:05.848041265,P,4.857653603482088e-05
37,V0509,2024-08-16 11:09:57.041981681,P,4.344300624005391e-05
126,V0303,2024-08-16 11:10:30.514185907,S,6.808298178986587e-05
-1,V0305,2024-08-16 11:11:35.254939000,S,7.98461920437472e-05
193,V0305,2024-08-16 11:10:54.259062638,S,0.0007475816571336921
150,V0306,2024-08-16 11:10:39.577192541,S,9.001753067774181e-05
267,V0807,2024-08-16 11:11:24.550114999,P,6.707687014658978e-05
-1,V0408,2024-08-16 11:11:29.800804000,P,3.871163027239551e-05
-1,V0407,2024-08-16 11:11:29.258805000,S,0.00010812260555973362
-1,V0412,2024-08-16 11:09:51.255872000,P,7.912281407730186e-05
260,V0805,2024-08-16 11:11:21.653882233,P,0.00031790670336162054
38,V0508,2024-08-16 11:09:57.807910250,P,0.0003320150063110719
292,V0303,2024-08-16 11:11:34.349850323,S,0.00025095075579481356
266,V0505,2024-08-16 11:11:23.548805840,P,5.174705747401046e-05
78,V0310,2024-08-16 11:10:13.526714123,P,0.0003309476007108163
293,V0506,2024-08-16 11:11:34.385351862,P,6.828636145532576e-05
-1,V0303,2024-08-16 11:10:22.842420000,S,0.00018670070733491583
0,V0304,2024-08-16 11:09:40.780811691,S,0.0002007555903002373
98,V0807,2024-08-16 11:10:19.259678116,S,9.983647190389425e-05
284,V0412,2024-08-16 11:11:32.019572398,P,0.00037480839885821357
66,V0417,2024-08-16 11:10:07.649005531,P,4.798608956324898e-05
8,V0810,2024-08-16 11:09:44.332335548,S,0.00013103569955075087
264,V0109,2024-08-16 11:11:23.037841770,P,3.800283239606288e-05
-1,V0504,2024-08-16 11:10:48.176372000,S,6.945640751768731e-05
85,V0510,2024-08-16 11:10:15.666164279,S,4.000659229427879e-05
-1,V0410,2024-08-16 11:10:21.862839000,P,3.155591608165363e-05
-1,V0502,2024-08-16 11:11:23.640881000,S,4.1463125610103325e-05
-1,V0402,2024-08-16 11:11:05.621416000,S,2.2044851971223894e-05
181,V0408,2024-08-16 11:10:48.997155363,S,9.064523840927611e-05
30,V0504,2024-08-16 11:09:52.933633668,S,0.00021313065698079416
159,V0417,2024-08-16 11:10:41.368802816,P,0.00012180932272209431
-1,V0504,2024-08-16 11:09:59.380423000,S,0.00012235534582242554
213,V0811,2024-08-16 11:11:03.298143335,P,9.580521008262642e-05
282,V0807,2024-08-16 11:11:30.188183918,S,0.0004855964971532473
256,V0117,2024-08-16 11:11:20.950711420,P,0.0001041032395290834
168,V0802,2024-08-16 11:10:45.052409752,P,6.250865455913251e-05
123,V0504,2024-08-16 11:10:27.748306218,S,0.00030010832233705374
188,V0407,2024-08-16 11:10:52.732763727,P,4.318299284223813e-05
38,V0302,2024-08-16 11:09:57.807910146,P,0.0010381411010645027
234,V0808,2024-08-16 11:11:09.597923322,P,9.466744625633697e-05
-1,V0307,2024-08-16 11:10:00.402978000,P,2.663128792972166e-05
126,V0805,2024-08-16 11:10:30.514182529,P,4.8009546979480685e-05
-1,V0506,2024-08-16 11:10:40.039897000,P,2.79189403051846e-05
141,V0502,2024-08-16 11:10:36.660149841,P,3.557338689412094e-05
296,V0409,2024-08-16 11:11:36.729363432,S,3.946870465276108e-05
145,V0408,2024-08-16 11:10:37.572190668,S,8.672831168104328e-05
-1,V0109,2024-08-16 11:10:36.260271000,P,0.00015634908531608413
-1,V0404,2024-08-16 11:11:33.084075000,S,3.717494719922973e-05
69,V0508,2024-08-16 11:10:08.560291914,S,0.00016954226830561835
-1,V0310,2024-08-16 11:10:38.941359000,S,4.5792377143042644e-05
254,V0105,2024-08-16 11:11:20.545020880,S,3.309507116873883e-05
-1,V0704,2024-08-16 11:10:55.344288000,P,7.958516904032505e-05
-1,V0805,2024-08-16 11:11:34.025713000,P,2.079153572369337e-05
146,V0117,2024-08-16 11:10:37.649695873,S,0.00018437024970909018
-1,V0305,2024-08-16 11:11:18.741257000,S,0.0012681994286575962
42,V0505,2024-08-16 11:09:59.392058932,P,0.0003780592296092407
-1,V0102,2024-08-16 11:10:34.551752000,S,2.0095759490210634e-05
115,V0703,2024-08-16 11:10:25.084883859,P,7.392848531357683e-05
-1,V0811,2024-08-16 11:11:20.801957000,P,9.333952810535939e-05
285,V0504,2024-08-16 11:11:32.239188793,P,4.038540619466813e-05
-1,V0702,2024-08-16 11:09:58.391319000,S,7.075349582388128e-05
172,V0510,2024-08-16 11:10:45.795104529,P,3.6989106209006204e-05
-1,V0409,2024-08-16 11:10:49.880210000,S,0.0002583566364124816
251,V0412,2024-08-16 11:11:19.575592020,P,0.000622036827465242
140,V0703,2024-08-16 11:10:36.639864770,P,5.035798256993352e-05
-1,V0502,2024-08-16 11:09:47.247817000,S,0.00046596304477895475
16,V0309,2024-08-16 11:09:48.299120040,S,5.905108787297783e-05
230,V0306,2024-08-16 11:11:08.556153103,P,0.00014388516892974314
89,V0509,2024-08-16 11:10:17.137124845,P,7.484802533026512e-05
96,V0508,2024-08-16 11:10:19.114575462,S,0.0001534954739690833
-1,V0305,2024-08-16 11:11:26.096817000,S,0.0001321475613643447
208,V0409,2024-08-16 11:11:02.563911907,P,0.00012145881782043338
196,V0809,2024-08-16 11:10:54.724499501,S,0.00028606574654387506
72,V0510,2024-08-16 11:10:10.400389474,P,4.8123676719150565e-05
148,V0811,2024-08-16 11:10:39.513518843,P,0.00011731867518768096
66,V0410,2024-08-16 11:10:07.648994486,P,0.0006125995296329598
278,V0410,2024-08-16 11:11:28.977347005,S,0.0002594795519139312
-1,V0302,2024-08-16 11:09:47.791551000,S,4.174257824309844e-05
38,V0811,2024-08-16 11:09:57.807928002,S,0.00014573598596893752
226,V0409,2024-08-16 11:11:07.781093271,S,0.00017137254292062446
66,V0306,2024-08-16 11:10:07.649006232,S,7.404826553831657e-05
-1,V0505,2024-08-16 11:10:56.449540000,P,6.076273322205623e-05
-1,V0812,2024-08-16 11:10:01.216723000,P,6.232043690965414e-05
-1,V0414,2024-08-16 11:11:31.745168000,P,0.0001569059745573832
164,V0504,2024-08-16 11:10:43.959585612,S,0.00010845055855002937
157,V0302,2024-08-16 11:10:40.371161944,P,0.0009899805734620922
139,V0808,2024-08-16 11:10:35.221116776,P,0.0002417252968782733
268,V0117,2024-08-16 11:11:24.855946568,S,0.0004011209823315307
-1,V0802,2024-08-16 11:09:45.270905000,S,0.00012769637214141217
177,V0304,2024-08-16 11:10:47.929180612,P,0.00016771031964254134
-1,V0408,2024-08-16 11:10:55.789037000,P,0.0011740964545178109
26,V0404,2024-08-16 11:09:51.349547440,P,3.5478009360668844e-05
274,V0306,2024-08-16 11:11:28.733693468,S,0.00010505795710807396
85,V0807,2024-08-16 11:10:15.666148923,P,0.0002141740350153678
288,V0304,2024-08-16 11:11:32.967241345,S,0.0001574447509088909
-1,V0104,2024-08-16 11:10:41.345190000,S,0.0002749623857141502
122,V0417,2024-08-16 11:10:27.072772647,P,0.00017740077712977297
182,V0509,2024-08-16 11:10:49.537289760,P,7.095239987959114e-05
85,V0417,2024-08-16 11:10:15.666158318,P,5.1065629269865395e-05
28,V0409,2024-08-16 11:09:51.656648830,P,7.589694197864806e-05
226,V0117,2024-08-16 11:11:07.781105006,S,6.384818607070609e-05
-1,V0505,2024-08-16 11:11:05.213037000,S,0.001247976375582396
281,V0407,2024-08-16 11:11:30.171220297,S,7.65587584731851e-05
23,V0812,2024-08-16 11:09:50.571574202,P,4.115533119572334e-05
129,V0409,2024-08-16 11:10:31.033906418,S,6.860357589468869e-05
43,V0702,2024-08-16 11:09:59.422172399,S,8.723953521122141e-05
212,V0506,2024-08-16 11:11:02.828265996,S,0.00010480978750955542
257,V0310,2024-08-16 11:11:21.116713370,S,3.256656316328334e-05
0,V0408,2024-08-16 11:09:40.780808899,S,0.00017002524135952498
45,V0509,2024-08-16 11:10:00.468141828,S,4.1598379537508915e-05
-1,V0410,2024-08-16 11:10:34.984914000,P,2.316436240667568e-05
235,V0508,2024-08-16 11:11:10.338039678,S,7.632062857173774e-05
88,V0414,2024-08-16 11:10:16.862269227,P,3.994226295130936e-05
-1,V0105,2024-08-16 11:10:20.796062000,P,0.0004673765236472127
216,V0509,2024-08-16 11:11:04.075031965,S,0.00010786094500323803
-1,V0807,2024-08-16 11:10:14.897935000,P,3.7378563830274394e-05
113,V0807,2024-08-16 11:10:24.746800395,P,0.00010788522794901245
1,V0408,2024-08-16 11:09:40.919865574,P,0.00010664435774402042
-1,V0102,2024-08-16 11:09:42.800521000,P,0.00010574545566011951
138,V0307,2024-08-16 11:10:34.823379674,P,7.629413705498096e-05
217,V0304,2024-08-16 11:11:04.094058185,S,0.00019861555258204677
18,V0409,2024-08-16 11:09:49.437871137,P,3.80499323618554e-05
64,V0810,2024-08-16 11:10:07.432396179,P,0.00014150819399255497
-1,V0409,2024-08-16 11:11:19.938562000,S,0.00013588845873776365
158,V0505,2024-08-16 11:10:41.147165561,S,0.00011399496283238619
126,V0807,2024-08-16 11:10:30.514184627,S,0.00015609188870734705
177,V0805,2024-08-16 11:10:47.929185722,S,0.000510368740618494
94,V0412,2024-08-16 11:10:18.720077954,P,0.0003465953837670158
96,V0307,2024-08-16 11:10:19.114579569,S,6.541500167851113e-05
125,V0404,2024-08-16 11:10:29.927162178,S,3.345752968523544e-05
50,V0809,2024-08-16 11:10:01.660434044,P,5.541941281621234e-05
133,V0812,2024-08-16 11:10:32.775119752,S,6.994223661724949e-05
-1,V0310,2024-08-16 11:10:44.190309000,S,4.920504852604886e-05
93,V0117,2024-08-16 11:10:18.640104254,S,7.199906936621918e-05
14,V0407,2024-08-16 11:09:47.318180016,S,5.01383173725248e-05
-1,V0805,2024-08-16 11:11:35.546694000,S,6.392187596594358e-05
65,V0109,2024-08-16 11:10:07.630901439,S,7.038345647025487e-05
217,V0407,2024-08-16 11:11:04.094061916,S,0.00010222049215264674
66,V0409,2024-08-16 11:10:07.648998219,S,9.43209758627346e-05
-1,V0102,2024-08-16 11:11:03.593228000,P,5.380770420854665e-05
89,V0504,2024-08-16 11:10:17.137121576,P,0.0001609261106914367
210,V0509,2024-08-16 11:11:02.765155324,P,6.201939207496106e-05
236,V0308,2024-08-16 11:11:10.609554589,S,4.0986381656902984e-05
267,V0417,2024-08-16 11:11:24.550126076,S,9.61169709219593e-05
184,V0809,2024-08-16 11:10:51.191235624,S,0.000306110594452248
-1,V0811,2024-08-16 11:10:53.655494000,P,4.20435367057233e-05
158,V0404,2024-08-16 11:10:41.147168787,P,0.00015228341154832604
40,V0410,2024-08-16 11:09:58.339532656,P,0.00012513076335645887
194,V0409,2024-08-16 11:10:54.563671638,P,3.600903672263274e-05
131,V0508,2024-08-16 11:10:31.726308540,S,3.626056185707229e-05
168,V0506,2024-08-16 11:10:45.052421337,S,4.811125600217265e-05
194,V0414,2024-08-16 11:10:54.563676266,P,0.00010284824303402471
-1,V0805,2024-08-16 11:11:09.217439000,S,1.9656874131285967e-05
284,V0808,2024-08-16 11:11:32.019574105,S,0.0006076835898707578
218,V0403,2024-08-16 11:11:04.105769266,S,7.046923109090634e-05
112,V0702,2024-08-16 11:10:24.102306241,P,9.799177042783583e-05
51,V0805,2024-08-16 11:10:01.808582439,P,3.7103115615422435e-05
64,V0510,2024-08-16 11:10:07.432403742,P,6.195824533204955e-05
230,V0509,2024-08-16 11:11:08.556168351,S,4.247705728582988e-05
43,V0412,2024-08-16 11:09:59.422157584,S,9.146386652258193e-05
-1,V0704,2024-08-16 11:11:20.215914000,P,0.0001356165444630404
86,V0807,2024-08-16 11:10:16.288233414,S,0.0004985184319479801
71,V0808,2024-08-16 11:10:08.673370510,P,8.759077259259371e-05
-1,V0310,2024-08-16 11:11:37.567067000,S,0.00032866678961884435
-1,V0307,2024-08-16 11:11:10.640846000,S,0.0005818514287007392
16,V0703,2024-08-16 11:09:48.299108428,P,5.3179183167329015e-05
172,V0302,2024-08-16 11:10:45.795103135,S,0.0001660094683943692
38,V0504,2024-08-16 11:09:57.807912403,P,0.0005245387518397429
92,V0305,2024-08-16 11:10:17.938562282,S,0.00012209578066415492
171,V0812,2024-08-16 11:10:45.684081796,S,7.416245046966347e-05
-1,V0402,2024-08-16 11:11:03.992843000,P,0.0002053258515397364
198,V0508,2024-08-16 11:10:55.265501488,S,0.00011687520219589095
-1,V0402,2024-08-16 11:10:51.869140000,S,4.399235147042192e-05
81,V0508,2024-08-16 11:10:14.871400784,P,0.00038359748512904935
243,V0506,2024-08-16 11:11:14.149307173,S,5.1672143915738894e-05
89,V0508,2024-08-16 11:10:17.137120642,P,0.00012174813982040867
268,V0404,2024-08-16 11:11:24.855960819,S,3.616467534935506e-05
-1,V0408,2024-08-16 11:10:31.928466000,P,7.060388251570556e-05
116,V0504,2024-08-16 11:10:25.224407074,S,0.0007520408616753041
-1,V0802,2024-08-16 11:10:58.090904000,S,0.0002330644929114822
225,V0809,2024-08-16 11:11:07.772276524,P,8.588486462411457e-05
143,V0811,2024-08-16 11:10:37.198925489,S,0.00024375756110897207
42,V0702,2024-08-16 11:09:59.392076576,S,4.507526280398384e-05
-1,V0810,2024-08-16 11:10:16.610162000,S,7.409626838750907e-05
234,V0407,2024-08-16 11:11:09.597917505,P,8.945738018265869e-05
222,V0303,2024-08-16 11:11:05.936418909,P,0.00011108856039079053
283,V0807,2024-08-16 11:11:31.492907811,S,3.8912789099974995e-05
165,V0304,2024-08-16 11:10:44.474208525,S,7.333869542397163e-05
64,V0410,2024-08-16 11:10:07.432395535,S,0.0003982298538433884
124,V0808,2024-08-16 11:10:29.732381765,S,0.000350627422670883
165,V0306,2024-08-16 11:10:44.474201454,P,0.00010811322714103868
185,V0808,2024-08-16 11:10:51.677484851,S,6.106248432028262e-05
-1,V0402,2024-08-16 11:10:09.478394000,S,0.00016035629126671347
148,V0414,2024-08-16 11:10:39.513517518,P,0.00024501829053372257
275,V0805,2024-08-16 11:11:28.857423314,P,0.000325107569433102
296,V0508,2024-08-16 11:11:36.729347553,P,0.00011031399172984534
270,V0403,2024-08-16 11:11:26.806629330,S,6.0207946868211796e-05
164,V0805,2024-08-16 11:10:43.959585865,P,7.789706681475745e-05
133,V0811,2024-08-16 11:10:32.775124484,S,6.825950060662661e-05
178,V0412,2024-08-16 11:10:48.003944586,S,0.00029025075601227956
182,V0305,2024-08-16 11:10:49.537289152,S,9.270291998838008e-05
199,V0811,2024-08-16 11:10:55.392188539,P,6.967653244217514e-05
-1,V0417,2024-08-16 11:11:07.388752000,S,4.7710084871231376e-05
119,V0805,2024-08-16 11:10:26.312786148,P,0.00013195968421111093
241,V0105,2024-08-16 11:11:11.329081361,P,3.3178424338757444e-05
173,V0403,2024-08-16 11:10:46.141545068,P,3.481324374908688e-05
-1,V0102,2024-08-16 11:11:10.628782000,S,0.00014811230431009716
165,V0408,2024-08-16 11:10:44.474197667,P,0.00013929350471305447
210,V0402,2024-08-16 11:11:02.765161345,P,5.8664845698409827e-05
9,V0402,2024-08-16 11:09:44.654631254,P,3.872880170962199e-05
-1,V0703,2024-08-16 11:11:02.085386000,P,0.0001393499495076583
8,V0407,2024-08-16 11:09:44.332336040,P,6.028755476856083e-05
205,V0807,2024-08-16 11:10:57.770636964,S,0.000144758078656556
104,V0508,2024-08-16 11:10:20.966336612,P,5.2028280967001086e-05
152,V0504,2024-08-16 11:10:39.641131629,S,0.0003101236219427288
-1,V0310,2024-08-16 11:10:20.864363000,S,0.0006188457146380884
15,V0109,2024-08-16 11:09:47.435320775,S,8.322917071201797e-05
135,V0810,2024-08-16 11:10:32.984856226,P,4.451910991803932e-05
180,V0407,2024-08-16 11:10:48.788559550,P,8.432554504164783e-05
208,V0810,2024-08-16 11:11:02.563926328,S,6.19403709604928e-05
41,V0802,2024-08-16 11:09:59.185578691,S,5.035820238714011e-05
2,V0807,2024-08-16 11:09:41.322422837,P,0.00010100804162964619
-1,V0403,2024-08-16 11:09:40.141369000,S,0.0001744399313628759
255,V0504,2024-08-16 11:11:20.628436622,S,0.0002429263611112504
150,V0504,2024-08-16 11:10:39.577180534,P,6.35178667853993e-05
112,V0309,2024-08-16 11:10:24.102319743,S,0.0003928221313902316
-1,V0303,2024-08-16 11:11:05.478728000,P,7.522315673687228e-05
75,V0303,2024-08-16 11:10:12.194376225,P,0.0001345824738634174
43,V0505,2024-08-16 11:09:59.422151009,P,0.00013257515496690843
123,V0307,2024-08-16 11:10:27.748307847,P,4.682364036054585e-05
-1,V0510,2024-08-16 11:11:18.937079000,P,4.269549405745009e-05
298,V0412,2024-08-16 11:11:37.376522364,S,3.704813419375453e-05
112,V0502,2024-08-16 11:10:24.102310616,P,0.00016452728060473962
-1,V0403,2024-08-16 11:09:55.253602000,S,6.335555109048923e-05
-1,V0105,2024-08-16 11:10:06.583182000,S,5.2153128418445955e-05
-1,V0810,2024-08-16 11:10:31.715013000,S,1.9454709129726545e-05
63,V0408,2024-08-16 11:10:07.407610782,P,4.501800328349347e-05
37,V0302,2024-08-16 11:09:57.041980204,P,0.00013170050439506467
4,V0510,2024-08-16 11:09:41.778245503,S,0.00016890368431133235
247,V0810,2024-08-16 11:11:16.795952572,S,4.104983037062816e-05
119,V0302,2024-08-16 11:10:26.312796126,S,7.563698872314915e-05
266,V0109,2024-08-16 11:11:23.548820322,S,6.885281720321726e-05
-1,V0807,2024-08-16 11:09:51.874813000,S,4.1463125610103325e-05
8,V0417,2024-08-16 11:09:44.332347828,S,6.264332438930207e-05
280,V0308,2024-08-16 11:11:29.871679073,S,5.618037006515577e-05
159,V0307,2024-08-16 11:10:41.368803572,S,0.00021550129503363497
245,V0812,2024-08-16 11:11:14.755750789,S,7.133408434867752e-05
-1,V0414,2024-08-16 11:11:03.692850000,P,0.00019218886916828483
140,V0407,2024-08-16 11:10:36.639861743,S,9.326506154621093e-05
145,V0812,2024-08-16 11:10:37.572197137,S,4.3284343128928524e-05
250,V0504,2024-08-16 11:11:18.728746334,S,0.00032558906787588703
-1,V0802,2024-08-16 11:10:25.645893000,P,9.154201543879721e-05
216,V0305,2024-08-16 11:11:04.075016392,S,0.0002406000758202406
127,V0410,2024-08-16 11:10:30.553128542,S,0.000138117822169756
256,V0409,2024-08-16 11:11:20.950716255,S,0.00017344330370753247
170,V0508,2024-08-16 11:10:45.391820024,S,5.522064859230122e-05
57,V0105,2024-08-16 11:10:04.265914073,P,0.0001602231768142594
63,V0408,2024-08-16 11:10:07.407614522,S,4.501800328349347e-05
89,V0109,2024-08-16 11:10:17.137149271,S,4.080265177263591e-05
167,V0506,2024-08-16 11:10:45.014305156,S,5.728303179174923e-05
7,V0509,2024-08-16 11:09:43.463437289,P,5.668988933882674e-05
204,V0805,2024-08-16 11:10:57.756390547,S,8.630303126148082e-05
97,V0810,2024-08-16 11:10:19.236150977,S,5.468092275878373e-05
145,V0410,2024-08-16 11:10:37.572190903,S,4.4143573609691356e-05
-1,V0404,2024-08-16 11:09:47.059032000,S,0.00048016100084289064
-1,V0414,2024-08-16 11:09:48.752268000,P,3.770425276373993e-05
-1,V0502,2024-08-16 11:10:42.167663000,S,6.635684867751489e-05
213,V0509,2024-08-16 11:11:03.298155113,S,0.0009515857379873231
177,V0808,2024-08-16 11:10:47.929185151,S,0.00028731401637055345
20,V0306,2024-08-16 11:09:50.058089435,P,6.638693166346992e-05
107,V0306,2024-08-16 11:10:21.333694890,P,0.00013715035556276348
293,V0302,2024-08-16 11:11:34.385351460,S,0.00010357385517752579
-1,V0508,2024-08-16 11:11:19.113816000,S,0.00018302663696908797
159,V0412,2024-08-16 11:10:41.368799238,S,0.00015613805520863134
-1,V0402,2024-08-16 11:10:09.762827000,S,0.00011474498823008641
57,V0504,2024-08-16 11:10:04.265891600,P,0.0014422215100824997
20,V0302,2024-08-16 11:09:50.058101592,S,5.255456218799086e-05
120,V0506,2024-08-16 11:10:26.828091600,P,0.00023759832714331504
-1,V0306,2024-08-16 11:10:44.918540000,S,0.00012439349608058082
158,V0308,2024-08-16 11:10:41.147177566,P,6.599814002046376e-05
56,V0506,2024-08-16 11:10:03.261652979,P,0.0006166523973814054
161,V0302,2024-08-16 11:10:42.795456652,S,5.8922385081497366e-05
-1,V0117,2024-08-16 11:11:08.277336000,S,7.305855962288273e-05
195,V0809,2024-08-16 11:10:54.568791712,S,0.0001324874902672996
78,V0309,2024-08-16 11:10:13.526714904,S,0.0003704476037747719
77,V0703,2024-08-16 11:10:13.407152786,S,5.614587821581807e-05
-1,V0809,2024-08-16 11:10:22.261887000,P,0.00019735136528456796
-1,V0303,2024-08-16 11:09:49.055344000,S,0.00018308628934285816
-1,V0305,2024-08-16 11:10:41.286621000,P,0.00030674275542253565
165,V0506,2024-08-16 11:10:44.474199040,P,9.680261375518811e-05
92,V0504,2024-08-16 11:10:17.938560932,P,0.00023256988949130758
121,V0811,2024-08-16 11:10:26.840006876,P,6.724667894657303e-05
-1,V0307,2024-08-16 11:10:34.321943000,S,3.716573005697295e-05
158,V0502,2024-08-16 11:10:41.147164901,P,0.00010920113026027526
120,V0805,2024-08-16 11:10:26.828092561,P,0.00022165557740969402
251,V0408,2024-08-16 11:11:19.575599098,P,4.1149268867724344e-05
-1,V0404,2024-08-16 11:11:25.308488000,S,0.00016959999106404213
32,V0505,2024-08-16 11:09:53.775861337,S,0.0001735644883759612
-1,V0509,2024-08-16 11:11:31.053175000,S,0.0009498957478578484
52,V0305,2024-08-16 11:10:02.283059433,P,6.713870038235725e-05
246,V0508,2024-08-16 11:11:16.714845945,S,0.00018640815091273456
195,V0510,2024-08-16 11:10:54.568797651,S,3.385316353527709e-05
-1,V0302,2024-08-16 11:10:28.700254000,P,9.950680257576742e-05
-1,V0302,2024-08-16 11:10:49.562093000,S,0.0012921102689872142
-1,V0414,2024-08-16 11:11:35.217460000,S,2.1620213772186618e-05
115,V0810,2024-08-16 11:10:25.084874628,S,0.00035602317386928465
-1,V0808,2024-08-16 11:10:26.412364000,S,6.640607425661372e-05
291,V0502,2024-08-16 11:11:34.221139219,P,7.040076571560276e-05
99,V0407,2024-08-16 11:10:19.358660132,P,9.846917800497924e-05
192,V0811,2024-08-16 11:10:53.944951631,S,4.230782510329253e-05
170,V0309,2024-08-16 11:10:45.391819483,P,4.633848302503112e-05
107,V0808,2024-08-16 11:10:21.333703506,S,6.423930758982268e-05
28,V0303,2024-08-16 11:09:51.656651802,S,4.239507789332137e-05
-1,V0703,2024-08-16 11:11:21.418773000,S,0.00018598516123398342
-1,V0410,2024-08-16 11:09:40.034658000,P,8.834646271097671e-05
-1,V0807,2024-08-16 11:09:45.808459000,S,5.267434989549445e-05
-1,V0308,2024-08-16 11:11:24.491461000,S,0.0003954361246427987
51,V0509,2024-08-16 11:10:01.808587457,P,9.422231967082603e-05
-1,V0802,2024-08-16 11:09:54.603104000,P,0.00036796129367701455
-1,V0310,2024-08-16 11:10:17.798250000,P,0.0006015412808755195
260,V0308,2024-08-16 11:11:21.653887950,S,0.00012230789236056667
151,V0402,2024-08-16 11:10:39.613214464,S,3.383821387317743e-05
290,V0305,2024-08-16 11:11:33.147059616,S,0.00016401321774675657
83,V0408,2024-08-16 11:10:15.338412303,S,8.16916692144632e-05
270,V0506,2024-08-16 11:11:26.806587095,P,7.365462257097707e-05
2,V0309,2024-08-16 11:09:41.322435933,S,3.8290654009608176e-05
117,V0506,2024-08-16 11:10:25.407589473,S,0.00046116738655369477
55,V0414,2024-08-16 11:10:02.785173595,P,7.018599410780999e-05
164,V0412,2024-08-16 11:10:43.959589395,S,0.00020725513367517943
270,V0807,2024-08-16 11:11:26.806597397,S,0.00022833103365219946
143,V0410,2024-08-16 11:10:37.198909277,P,8.580256760666159e-05
252,V0414,2024-08-16 11:11:19.616130216,P,0.00011842212339560181
244,V0808,2024-08-16 11:11:14.272497796,S,5.773384579353704e-05
213,V0508,2024-08-16 11:11:03.298142810,P,0.002187542419355258
260,V0502,2024-08-16 11:11:21.653902816,S,7.72155971283611e-05
25,V0117,2024-08-16 11:09:51.279278505,P,0.00020707903880644668
149,V0307,2024-08-16 11:10:39.553937559,P,5.051703361241489e-05
153,V0407,2024-08-16 11:10:39.760276388,S,0.0001726602949239488
204,V0812,2024-08-16 11:10:57.756412116,S,7.584616547816025e-05
105,V0812,2024-08-16 11:10:21.173859841,S,6.932705795864211e-05
1,V0506,2024-08-16 11:09:40.919861065,P,0.00010608543323925324
-1,V0402,2024-08-16 11:11:06.368918000,P,2.356204404212963e-05
249,V0502,2024-08-16 11:11:18.098087974,S,4.6492602988989084e-05
83,V0306,2024-08-16 11:10:15.338397746,P,0.00012577205362859228
199,V0305,2024-08-16 11:10:55.392177426,P,0.00042809274806840695
-1,V0810,2024-08-16 11:10:35.670555000,S,0.0006511781357517741
68,V0812,2024-08-16 11:10:08.167433753,P,4.533762197454741e-05
179,V0805,2024-08-16 11:10:48.188072265,S,4.653156717530767e-05
203,V0304,2024-08-16 11:10:56.833312565,S,7.728959561572461e-05
57,V0407,2024-08-16 11:10:04.265900979,S,5.579662589286899e-05
-1,V0812,2024-08-16 11:10:02.389320000,S,7.938528504260278e-05
-1,V0510,2024-08-16 11:10:26.561266000,P,0.00010265808862238458
16,V0506,2024-08-16 11:09:48.299098057,P,0.000995184948420902
82,V0307,2024-08-16 11:10:15.274144529,P,6.22189310781155e-05
193,V0305,2024-08-16 11:10:54.259062533,P,0.0007475816571336921
86,V0506,2024-08-16 11:10:16.288231697,S,0.0008296589960233073
126,V0702,2024-08-16 11:10:30.514191586,P,4.008905402016982e-05
-1,V0702,2024-08-16 11:10:02.069445000,P,0.00011782664212802314
221,V0310,2024-08-16 11:11:05.848072667,S,4.08368200784624e-05
-1,V0109,2024-08-16 11:10:25.485612000,P,4.2366849508964795e-05
147,V0807,2024-08-16 11:10:39.183647553,P,3.21362744760834e-05
-1,V0703,2024-08-16 11:11:20.078545000,P,0.00025679310336060366
98,V0305,2024-08-16 11:10:19.259683539,S,0.00016751714140368583
142,V0410,2024-08-16 11:10:36.907695817,S,0.0001452937815231019
-1,V0704,2024-08-16 11:10:42.750189000,P,0.0003605156901246645
215,V0508,2024-08-16 11:11:03.969461120,P,0.00010604043190944089
262,V0408,2024-08-16 11:11:22.347977403,P,7.691869369582075e-05
176,V0308,2024-08-16 11:10:47.437654266,P,4.9249247736503826e-05
-1,V0403,2024-08-16 11:10:55.195751000,S,0.0001115017186865344
-1,V0403,2024-08-16 11:10:18.543292000,S,5.28274644581888e-05
62,V0810,2024-08-16 11:10:07.316673182,S,6.86682931229306e-05
268,V0805,2024-08-16 11:11:24.855950941,S,0.0004753029352787586
125,V0303,2024-08-16 11:10:29.927152146,S,0.00023094512994197757
99,V0117,2024-08-16 11:10:19.358660755,S,0.00022855079015632638
287,V0414,2024-08-16 11:11:32.512577208,P,8.491814366438376e-05
210,V0403,2024-08-16 11:11:02.765176716,S,6.332376968898283e-05
176,V0805,2024-08-16 11:10:47.437656493,S,7.396667017782959e-05
296,V0117,2024-08-16 11:11:36.729343440,P,0.0008487103545707799
-1,V0302,2024-08-16 11:11:35.730993000,P,0.00021896806073257735
171,V0506,2024-08-16 11:10:45.684077651,S,3.425672577557088e-05
-1,V0504,2024-08-16 11:11:15.502713000,P,7.577360923424756e-05
15,V0702,2024-08-16 11:09:47.435318931,S,8.065540767420934e-05
249,V0807,2024-08-16 11:11:18.098061109,S,0.00016983757444700786
226,V0505,2024-08-16 11:11:07.781088920,P,0.00043809025152170876
292,V0307,2024-08-16 11:11:34.349846531,P,0.00013243147503275518
172,V0505,2024-08-16 11:10:45.795098052,S,3.388451890065468e-05
140,V0412,2024-08-16 11:10:36.639845841,S,0.0006446324192657325
21,V0308,2024-08-16 11:09:50.467126436,P,0.0001047293972949735
220,V0809,2024-08-16 11:11:05.254318338,S,5.664776168242379e-05
-1,V0403,2024-08-16 11:10:30.707848000,S,6.940299669154953e-05
